FIPS,State,County,"Population, low access to store (2010)","Population, low access to store (2015)","Population, low access to store (% change), 2010 -15","Population, low access to store (%), 2010","Population, low access to store (%), 2015","Low income & low access to store, 2010","Low income & low access to store, 2015",PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,"Hispanic ethnicity, low access to store, 2015","Hispanic ethnicity, low access to store (%), 2015","Asian, low access to store, 2015","Asian, low access to store (%), 2015","American Indian or Alaska Native, low access to store, 2015","American Indian or Alaska Native, low access to store (%), 2015","Hawaiian or Pacific Islander, low access to store, 2015","Hawaiian or Pacific Islander, low access to store (%), 2015","Multiracial, low access to store, 2015","Multiracial, low access to store (%), 2015"
17001,IL,Adams,10505.23266,10346.46475,-1.511322104,15.6553845,15.41878121,2358.654003,2127.848125,-9.785491117000001,3.514975489,3.171017875,346.2510307,316.78425150000004,-8.510235798,1.264843948,1.157202745,353.80511210000003,1.2924387659999999,2544.480562,2502.424482,-1.6528355819999998,3.7919028389999996,3.72922892,1851.3909059999999,1839.844389,-0.623667131,2.759028517,2.741821363,10034.80289,14.95432825,88.90489722,0.132490197,76.17635321,0.113521531,97.12616769,0.144741916,6.1725238970000005,0.009198580999999999,2.9509483989999996,0.00439764,116.5073328,0.173624626
17003,IL,Alexander,3858.85561,1748.0491100000002,-54.70032344,46.84214142,21.21933856,1724.005623,1030.380811,-40.23332657,20.92747783,12.50765733,238.3898756,170.7030241,-28.39334152,7.161005577,5.127756807,184.0028755,5.5272717170000005,749.0888894,375.34833629999997,-49.89268408,9.093091641000001,4.556304155,626.4929089999999,263.2702367,-57.97714023,7.604915138,3.195802824,1241.430075,15.06955663,435.1296124,5.281981213,44.60065404,0.541401481,4.5840258369999995,0.055644887999999997,7.445494482000001,0.09037988,0.0,0.0,59.45991085,0.721776048
17005,IL,Bond,2080.987933,1281.433552,-38.4218653,11.71199872,7.212030348,680.7473529,482.17474450000003,-29.16979515,3.8313110810000004,2.713725487,154.9379513,282.0839328,82.06251635,2.410735199,4.389045166,109.1890195,1.698911148,494.98349840000003,294.13470839999997,-40.57686583,2.785814377,1.655418215,334.7019571000001,245.53744759999998,-26.63997255,1.8837345630000002,1.3819081919999998,1200.692302,6.757610885,26.81204695,0.150900759,43.73503307,0.246144941,17.88247356,0.10064426800000001,8.937366962,0.050300354000000005,0.0,0.0,27.10936629,0.152574101
17007,IL,Boone,9063.970399,11409.51778,25.8777035,16.73399871,21.06437327,1327.1803630000002,2607.274937,96.45219365,2.450254525,4.813578764,177.81936090000002,208.0710895,17.012618,0.960926025,1.124404699,366.27778689999997,1.979344971,2718.456111,3382.6984549999997,24.43454361,5.018842631,6.245173922999999,869.6144306,1144.2213769999998,31.57801169,1.605491425,2.112473695,9993.996549,18.45102289,177.4051439,0.32752726600000004,1694.8141039999998,3.1289838530000003,186.8531484,0.344970273,17.6795919,0.032640251,6.000000227,0.011077264,1027.583368,1.89713536
17009,IL,Brown,1910.444209,1662.6597769999998,-12.9699905,27.53991941,23.96799448,829.9721003999999,905.9150316,9.150058316,11.96442411,13.05917589,51.66839702,34.67672091,-32.88601368,2.461572035,1.652059119,4.602872428,0.219288825,28.18254645,30.09040759,6.769654919,0.406264184,0.43376686700000006,36.28175688,86.18021356,137.53043119999998,0.5230179739999999,1.24232685,532.9248974,7.682354005,903.6049805,13.02587546,261.8081376,3.7740829989999995,3.8527387269999998,0.055538975,6.41866231,0.092527927,1.0,0.014415453,214.85849080000003,3.097282555
17011,IL,Bureau,12482.81542,12511.08754,0.22648832800000002,35.68761914,35.76844743,4276.091286999999,3726.884008,-12.84367525,12.22508802,10.65493741,510.61966050000007,605.2514592,18.532737,3.58028089,4.243804931000001,598.7775879,4.19841248,2866.87392,2866.820668,-0.0018575,8.196220253,8.196068008,2436.712033,2470.689307,1.394390201,6.966413267999999,7.063552252000001,12175.07823,34.80781699,43.550092299999996,0.124507097,311.9008536,0.8917057970000001,72.4050634,0.207001725,18.12555678,0.051819878,3.614298493,0.010333061999999999,198.31429519999998,0.566968652
17013,IL,Calhoun,792.1971568,577.5033646,-27.10105563,15.56685315,11.34807162,237.31081630000003,218.72792859999998,-7.830611372999999,4.663211168,4.298053223999999,66.29999585,44.32520055,-33.14448971,3.179855916,2.125908899,31.73908323,1.5222581880000001,160.59629909999998,119.5868318,-25.53574864,3.155753568,2.349908269,171.5211189,125.44849409999999,-26.86119652,3.370428747,2.465091258,573.5033643999999,11.26947071,0.0,0.0,7.000000151,0.137551585,3.0000000589999996,0.058950679000000006,0.0,0.0,0.0,0.0,1.0,0.019650226
17015,IL,Carroll,1841.384177,2881.377138,56.47886917,11.96714225,18.72604886,569.079417,968.0724457,70.11201192,3.6984429519999997,6.291495715,202.93258280000003,141.2627794,-30.3893059,3.064521033,2.133234362,113.78400690000001,1.71827253,396.08117480000004,647.1421948,63.38625412,2.574128646,4.205772372,402.3794403,587.1302007999999,45.91456274,2.615061027,3.815754863,2789.552413,18.12928065,34.99999903,0.227464737,66.87708939,0.434633713,8.999999992000001,0.058490934,3.074287135,0.01997977,0.064817853,0.000421251,44.68562,0.29041151600000004
17017,IL,Cass,1467.9670449999999,1528.094115,4.095941401,10.76064393,11.2013936,423.8592813,396.0331941,-6.56493519,3.107017162,2.903043499,63.09608791,106.88734109999999,69.40407022,1.19726922,2.028222791,34.58085388,0.656183186,351.59907189999996,367.3503291,4.479891566,2.577327899,2.6927893939999996,239.1234324,259.5227843,8.530887867999999,1.7528473269999998,1.902380767,1497.3272880000002,10.97586342,8.953982363,0.06563540799999999,23.13171987,0.169562527,1.098652143,0.008053454,4.999999944,0.036651517,0.0,0.0,15.71418668,0.11518975699999999
17019,IL,Champaign,29429.51285,31716.383060000004,7.770669587,14.63565073,15.77293879,7750.941167,9045.0048,16.69556774,3.8546362739999998,4.498189685,939.2791177000001,903.8430855,-3.7726839180000002,1.164419659,1.120489785,818.5643675,1.0147701820000001,7487.789540000001,7595.303468000001,1.4358567080000002,3.723767805,3.777235775,3145.702746,3222.6759079999997,2.446930567,1.564395814,1.6026754930000002,24844.634159999998,12.35553541,2260.661476,1.124254144,1798.9165460000002,0.8946228359999999,2862.433829,1.423522774,91.80211873,0.045654297999999996,30.63191974,0.015233621999999999,1626.219617,0.808738576
